question,text
Lập trường duy vật và duy tâm thể hiện như thế nào trong lịch sử tư tưởng Việt Nam?,"<answer> giải quyết mối quan hệ giữa tâm và vật, giữa linh hồn và thể xác, giữa lý và khí <context> Lập trường duy vật hoặc duy tâm trong lịch sử tư tưởng Việt Nam thể hiện trong việc giải quyết mối quan hệ giữa tâm và vật, giữa linh hồn và thể xác, giữa lý và khí... Lập trường đó còn thể hiện trong việc giải thích nguyên nhân và nguồn gốc tạo nên những sự kiện cơ bản của đất nước, xã hội và con người, như an nguy của quốc gia dân tộc, trị loạn của xã hội, hưng vong của các triều đại, vấn đề số mệnh và bản tính con người, vấn đề đạo trời và đạo người, v.v.. Ta có thể tìm thấy các lập trường đó ở trong các cuốn sách sử, các bài thơ Thuật hoài, Ngôn chí các cuốn sách diễn giải về tác phẩm kinh điển Nho, Phật, Lão, các bài cáo, chế, chiếu, biểu"
Ý nghĩa của thiên mệnh trong quan điểm của những người duy tâm là gì?,"<answer> con người phải sợ và phải làm theo mệnh trời <context> Thiên mệnh (mệnh trời) là điều thường được nhắc tới trong lịch sử. Những người duy tâm cho rằng, trời sinh ra con người và vạn vật, mỗi người có một mệnh gọi là mệnh trời, con người phải sợ và phải làm theo mệnh trời. Họ thường nhắc lại câu nói của Khổng Tử: Người quân tử có ba điều sợ: sợ mệnh trời, sợ đại nhân và sợ lời nói của ông thánh (Luận ngữ). Những kẻ thống trị phương Bắc thường vin vào quan điểm mệnh trời của nhà Nho để tiến hành xâm lược: Nước nhỏ sợ mệnh trời thờ nước lớn (Mạnh Tử). Tầng lớp thống trị trong nước cũng thường nhân danh mệnh trời để đàn áp, trừng phạt, dùng trời để biện hộ cho sự thống trị của mình. Họ nêu lên cái gọi là điềm trời để làm một việc nào đó của triều đình, nói ra cái gọi là ứng thiên mệnh để trị vì."
Đạo Phật coi trọng khái niệm nào về số mệnh con người?,"<answer> nghiệp và kiếp đã được bản thân tạo ra từ quá khứ <context> theo đạo Phật cho rằng, số mệnh con người không phải là do trời gây nên, mà là do mình làm ra, do nghiệp và kiếp đã được bản thân tạo ra từ quá khứ. Họ cho rằng, con người có hai phần: linh hồn (thức) và thể xác. Thể xác thì mất đi nhưng linh hồn còn mãi, linh hồn sống qua các kiếp khác nhau trong các thể xác khác nhau, mỗi kiếp là kết quả của kiếp trước và là nguyên nhân của kiếp sau, cứ như thế tạo thành chuỗi nghiệp vô cùng tận cho mỗi người. Nêu lên quan điểm này cũng không phải ngoài mục đích an ủi con người, khuyên họ chịu đựng, hoặc tu nhân tích đức để có hạnh phúc ở kiếp sau."
Sự giải thích này làm lu mờ vai trò gì của định mệnh trời?,"<answer> chủ nghĩa duy tâm tôn giáo <context> Đối lập với quan điểm mệnh trời có tính chất thần bí của chủ nghĩa duy tâm là một sự giải thích khác về trời và mệnh trời. Có người cho trời như là một lực lượng tự nhiên ở bên ngoài con người; có người cho trời chỉ là chính lý, là lẽ phải, cho lẽ trời là lòng dân, cho vận trời có lúc bĩ, lúc thái, cho mệnh trời không thường, lúc thế này lúc thế khác... Có người phân lập trời với người, tách người ra khỏi trời và biến người thành một lực lượng đối lập với trời. ở đó, mức thấp là cho con người có thể xuất phát từ mình để mưu tính sự việc của mình nhưng chưa đảm bảo được hoàn toàn kết quả công việc: mưu sự tại nhân, thành sự tại thiên. Và ở mức cao là cho con người có thể thắng được trời, sức con người có thể làm thay đổi số mệnh của trời. Xưa nay nhân định thắng thiên cũng nhiều (Truyện Kiều của Nguyễn Du). Tất cả những sự giải thích đó, ít nhiều đều làm mất tính chất trang nghiêm về định mệnh của trời, ít nhiều đều làm lu mờ vai trò của chủ nghĩa duy tâm tôn giáo."
Quan điểm của quần chúng nhân dân dựa trên điều gì?,"<answer> kinh nghiệm cuộc sống và quan điểm thực tế <context> Trong số những quan điểm chống đối mệnh trời của nhà Nho, báo ứng của nhà Phật, âm khí của nhà Đạo, thì mạnh hơn cả, bộc trực hơn cả là quan điểm của quần chúng nhân dân. Bằng sự quan sát hàng ngày, bằng kinh nghiệm cuộc sống và quan điểm thực tế, quần chúng nhân dân đã phản ứng lại các quan điểm duy tâm bằng kinh nghiệm của mình. Nếu chủ nghĩa duy tâm cho người nào đó được làm vua là do mệnh trời thì quần chúng nhân dân nêu lên luận điểm được làm vua, thua làm giặc; nếu chủ nghĩa duy tâm cho con người ta có số truyền kiếp về giàu sang hoặc nghèo hèn là con vua thì lại làm vua, con sãi ở chùa lại quét lá đa, thì quần chúng nhân dân đáp lại: Bao giờ dân nổi can qua, con vua thất thế lại ra quét chùa; nếu Phật giáo nêu lên thuyết quả báo, cho rằng làm thiện thì được phúc, làm ác thì phải họa, thì quần chúng nhân dân nêu lên ăn trộm ăn cướp thành Phật, thành tiên, đi chùa đi chiền bán thân bất toại; nếu Đạo giáo cho mồ mả, đất cát là nguồn gốc hoạ phúc ở dương gian, thì quần chúng nhân dân nêu lên: Hòn đất mà biết nói năng, thì thầy địa lý hàm răng không còn. Họ không có lý luận, chỉ nêu lên sự thực, một sự thực mà trong cuộc sống bất cứ ai cũng có lần bắt gặp, nhưng do quan điểm duy tâm chi phối mà không dám thừa nhận. Vì thế, sự thực được nêu ra đó làm cảnh tỉnh những người khác, có tính chiến đấu rõ rệt, ít ra cũng làm người ta phải ngẫm lại và hoài nghi với các luận điểm của chủ nghĩa duy tâm tôn giáo."
Sự phát triển tư tưởng yêu nước là gì?,"<answer> sợi chỉ đỏ của lịch sử tư tưởng Việt Nam <context> Có thể nói, sự phát triển tư tưởng yêu nước là sợi chỉ đỏ của lịch sử tư tưởng Việt Nam. Điều đó được cắt nghĩa bởi nước Việt Nam tồn tại và phát triển trong điều kiện đấu tranh chống sự bành trướng và xâm lược của phong kiến phương Bắc cùng các đế quốc khác. Tư tưởng đó là cái phản ánh tồn tại đã được sản sinh ra và phát triển trong điều kiện phục vụ cho sự đấu tranh để sống còn đó. Điều đó cũng cho thấy tính đặc thù của lịch sử tư tưởng triết học Việt Nam không những thể hiện trong những hệ thống lý luận bên ngoài mà người Việt Nam tiếp thu được và Việt hóa mà còn thể hiện trong việc nhận thức về quy luật giữ nước và dựng nước."
Yêu nước là gì?,"<answer> một truyền thống lớn của dân tộc <context> Yêu nước là một truyền thống lớn của dân tộc. Nhưng yêu nước có thể là một ý chí, một tâm lý, một tình cảm xã hội, đồng thời cũng có thể là những lý luận. Với tư cách là một bộ phận của lịch sử tư tưởng triết học Việt Nam, tư tưởng yêu nước phải được xét trên bình diện lý luận, mà ở đây là lý luận về dân tộc độc lập và quốc gia có chủ quyền, về chiến lược và sách lược chiến thắng kẻ thù, về nhận thức và vận dụng quy luật của cuộc chiến tranh giữ nước, tức là những vấn đề lý luận lớn làm cơ sở cho chủ nghĩa yêu nước."
Tư tưởng yêu nước Việt Nam được xét trên những phương diện nào?,"<answer> Những nhận thức về dân tộc và dân tộc độc lập <context> Nội dung của tư tưởng yêu nước Việt Nam có thể xét trên các phương diện: Những nhận thức về dân tộc và dân tộc độc lập, những quan niệm về Nhà nước của một quốc gia độc lập ngang hàng với phương Bắc, những nhận thức về nguồn gốc và động lực của cuộc chiến tranh cứu nước và giữ nước."
cộng đồng người Việt đầu tiên cũng hình thành từ đâu?,"<answer> một thị tộc <context> Như bất cứ một cộng đồng người nào phát triển trong lịch sử, cộng đồng người Việt đầu tiên cũng hình thành từ một thị tộc, tiếp đó thị tộc này liên kết với các thị tộc khác có quan hệ về huyết duyên và địa lý mà trở thành bộ lạc rồi liên minh bộ lạc, và phát triển lên thành bộ tộc rồi dân tộc. Cộng đồng người Việt được hình thành sớm trong lịch sử, có tên là Việt; phân biệt với nhiều tộc Việt ở miền Nam Trung Quốc, nó được gọi là Lạc Việt. Để bảo đảm tính ổn định của cộng đồng mình, nhiều nhà tư tưởng trong lịch sử nói tới sự cần thiết phải giữ những nét riêng của nó so với người Ngô (người Trung Quốc) và người Lào."
Cộng đồng người Việt đã phải đấu tranh với ai để duy trì sự tồn tại của mình?,"<answer> cộng đồng người Hán <context> Như bất cứ một khu vực nào trên thế giới trong lịch sử, các cộng đồng người sống trong đó đều phải đấu tranh với nhau để tồn tại. Trong cuộc đấu tranh mạnh được yếu thua đó có cộng đồng thì lớn lên và trở thành bá chủ; có cộng đồng thì vẫn duy trì được thực thể của mình; và cũng đã có không ít cộng đồng tan rã hoặc bị tiêu diệt. Trong bối cảnh đó, cộng đồng người Việt vẫn duy trì được. Và để duy trì được họ đã phải đấu tranh thường xuyên với các cộng đồng khác đến xâm lấn, nhất là đấu tranh chống lại cộng đồng người Hán lớn hơn, mạnh hơn đến thôn tính. ý thức về dân tộc và dân tộc độc lập của người Việt hình thành nên trong hoàn cảnh như thế."
